Name,Price,Producer,MPN,EAN,UPC,Ram Type,Size,Clock,Timings,Sticks,Product Page
Corsair 2GB Dual Channel DDR Memory Kit,$44.9 USD,Corsair,VS2GBKIT400C3,132017663210,870584003090.0,DDR1-400,2 GB,400,3-3-3-8,2,https://www.amazon.ca/Corsair-Memory-VS2GBKIT400C3-184-Pin-Desktop/dp/B0009W7OJO?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B0009W7OJO
Corsair 2GB Dual Channel DDR2 Memory Kit,$32.41 USD,Corsair,VS2GBKIT533D2,5054533081833,870584003588.0,DDR2-533,2 GB,533,4-4-4-12,2,https://www.amazon.ca/Corsair-VS2GBKIT533D2-PC2-4200-240-pin-Channel/dp/B00069BVIK?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00069BVIK
Corsair 8GB,$42.06 USD,Corsair,CMV8GX3M2A1600C11,843591034111,843591034111.0,DDR3-1600,8 GB,1600,11-11-11-30,2,https://www.amazon.ca/Corsair-240-Pin-1600Mhz-Desktop-CMV8GX3M2A1600C11/dp/B009CIM9X2?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B009CIM9X2
Corsair 8GB Dual Channel DDR3 Memory Kit,$42.06 USD,Corsair,CMV8GX3M2A1333C9,5053313866547,12304981640.0,DDR3-1333,8 GB,1333,9-9-9-24,2,https://www.amazon.ca/Corsair-1333Mhz-PC3-10666-240-Pin-CMV8GX3M2A1333C9/dp/B0055LGG3Y?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B0055LGG3Y
Corsair Dominator DDR3-1600 CL9,,Corsair,CMP8GX3M2A1600C9,843591008709,,DDR3-1600,8 GB,1600,,2,
"Corsair Dominator Limited Orange DDR4-3400, CL16 - 16 GB Quad Kit",,Corsair,CMD16GX4M4B3400C16,843591056359,,DDR4-3400,16 GB,3400,16-18-18-36,4,
"Corsair Dominator Platinum + AF, DDR4-3600, CL 16 - 32 GB Quad Kit",$499.49 USD,Corsair,CMD32GX4M4B3600C16,843591092432,843591092432.0,DDR4-3600,32 GB,3600,16-16-16-36,4,https://www.amazon.ca/CORSAIR-DOMINATOR-PLATINUM-3600MHz-Desktop/dp/B01GELBHG4?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01GELBHG4
"Corsair Dominator Platinum + AF, DDR4-3600, CL 18 - 16 GB Quad Kit",$321.04 USD,Corsair,CMD16GX4M4B3600C18,843591068369,843591068369.0,DDR4-3600,16 GB,3600,18-19-19-39,4,https://www.amazon.ca/Corsair-Dominator-Platinum-KitCMD16GX4M4B3600C18-Aluminium/dp/B0143UM97Y?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B0143UM97Y
"Corsair Dominator Platinum + AF, DDR4-3733, CL 17 - 8 GB Dual Kit",$209.81 USD,Corsair,CMD8GX4M2B3733C17,843591085014,843591085014.0,DDR4-3733,8 GB,3733,17-19-19-39,2,https://www.amazon.ca/Corsair-Dominator-Platinum-PC4-29800-Memory/dp/B01BYMN9NW?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01BYMN9NW
"Corsair Dominator Platinum + AF, DDR4-3866, CL 18 - 8 GB Dual Kit",$218.65 USD,Corsair,CMD8GX4M2B3866C18,843591090193,843591090193.0,DDR4-3866,8 GB,3866,18-22-22-40,2,https://www.amazon.ca/CORSAIR-DOMINATOR-PLATINUM-3866MHz-Desktop/dp/B01FUORBDO?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01FUORBDO
Corsair Dominator Platinum DDR4-2400 CL14,$1437.15 USD,Corsair,CMD128GX4M8A2400C14,843591067409,843591067409.0,DDR4-2400,128 GB,2400,,1,https://www.amazon.ca/Corsair-Dominator-Platinum-Systems-CMD128GX4M8A2400C14/dp/B0104LRLQ0?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B0104LRLQ0
Corsair Dominator Platinum DDR4-2800 CL14,,Corsair,CMD128GX4M8B2800C14,843591067812,843591067812.0,DDR4-2800,128 GB,2800,,1,
Corsair Dominator Platinum DDR4-2800 CL16,,Corsair,CMD16GX4M4A2800C16,843591055161,,DDR4-2800,16 GB,2800,,4,
Corsair Dominator Platinum DDR4-3000 CL15,$108.8 USD,Corsair,CMD16GX4M2B3000C15,843591069779,843591069779.0,DDR4-3000,16 GB,3000,,2,https://www.amazon.ca/dp/B0134EVVO2?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Corsair Dominator Platinum DDR4-3000 CL16,$1241.87 USD,Corsair,CMD128GX4M8B3000C16,843591090674,843591090674.0,DDR4-3000,128 GB,3000,,1,https://www.amazon.ca/CORSAIR-DOMINATOR-PLATINUM-3000MHz-Desktop/dp/B01F3Z6528?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01F3Z6528
Corsair Dominator Platinum DDR4-3200 CL16,,Corsair,CMD8GX4M2B3200C16,843591072014,843591072014.0,DDR4-3200,8 GB,3200,,2,
Corsair Dominator Platinum RGB,$118.95 USD,Corsair,CMT32GX5M2B5600C36,840006660804,,DDR5-5600,32 GB,5600,40-40-40-77,2,https://www.amazon.ca/dp/B09R7TDMSW?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Corsair Dominator Platinum ROG Edition 32GB,$173.47 USD,Corsair,CMD32GX4M4C3200C16-ROG,843591094573,843591094573.0,DDR4-3200,32 GB,3200,16-18-18-36,4,https://www.amazon.ca/dp/B01LYJKANQ?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Corsair Dominator Platinum Series,,Corsair,CMD64GX4M4A2400C14,843591071857,843591071857.0,DDR4-2400,64 GB,2400,14-16-16-31,4,
Corsair Dominator Platinum Series 128GB,$880.25 USD,Corsair,CMD128GX4M8B3200C16,843591097895,843591097895.0,DDR4-3200,128 GB,3200,16-18-18-36,8,https://www.amazon.ca/dp/B01MY2C1BU?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Corsair Dominator Platinum Series 64GB,,Corsair,CMD64GX4M8B2800C14,843591067591,843591067591.0,DDR4-2800,64 GB,2800,14-16-16-31,8,
"Corsair Dominator Platinum Series DDR4-2400, CL14 - 32 GB Quad Kit",$384.44 USD,Corsair,CMD32GX4M4A2400C14,843591055109,,DDR4-2400,32 GB,2400,14-16-16-31,4,https://www.amazon.ca/Corsair-CMD32GX4M4A2400C14-Dominator-Platinum-2400MHz/dp/B00OTJZU7G?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00OTJZU7G
Corsair Dominator Platinum Series DDR4-2666,$96.9 USD,Corsair,CMD16GX4M2A2666C15,843591069571,,DDR4-2666,16 GB,2666,15-17-17-35,2,https://www.amazon.ca/dp/B0134ETCY8?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"Corsair Dominator Platinum Series DDR4-2666, CL16 - 16 GB Quad Kit",$110.97 USD,Corsair,CMD16GX4M4A2666C16,843591055628,,DDR4-2666,16 GB,2666,16-18-18-35,4,https://www.amazon.ca/Corsair-DOMINATOR-Platinum-PC4-21300-CMD16GX4M4A2666C16/dp/B00NP636LG?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00NP636LG
"Corsair Dominator Platinum Series DDR4-3000, CL15 - 16 GB Quad Kit",$271.86 USD,Corsair,CMD16GX4M4B3000C15,843591055970,,DDR4-3000,16 GB,3000,15-17-17-35,4,https://www.amazon.ca/Corsair-Dominator-Platinum-Memory-CMD16GX4M4B3000C15/dp/B00NP6671M?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00NP6671M
"Corsair Dominator Platinum Series DDR4-3200, CL15 - 16 GB Quad Kit",,Corsair,CMD16GX4M4C3200C15,843591072700,,DDR4-3200,16 GB,3200,15-17-17-35,4,
"Corsair Dominator Platinum Series DDR4-3200, CL16 - 16 GB Quad Kit",$119.11 USD,Corsair,CMD16GX4M4C3200C16,843591072762,843591072762.0,DDR4-3200,16 GB,3200,16-18-18-36,4,https://www.amazon.ca/Corsair-Dominator-Platinum-3200MHz-Memory/dp/B0196QN2NU?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B0196QN2NU
Corsair Dominator Platinum Series — 16GB,,Corsair,CMD16GX3M2A1866C10,843591029667,843591029667.0,DDR3-1866,16 GB,1866,10-11-10-30,2,
Corsair Low Profile Blue — 16GB Dual Channel DDR3 Memory Kit,,Corsair,CML16GX3M4A1600C9B,5053460276558,33585585518.0,DDR3-1600,16 GB,1600,9-9-9-24,4,
Corsair Low Profile Blue — 4GB Dual Channel DDR3 Memory Kit,,Corsair,CML4GX3M2A1600C9B,5711045307737,320127564262.0,DDR3-1600,4 GB,1600,9-9-9-24,2,
Corsair Low Profile Blue — 8GB Dual Channel DDR3 Memory Kit,,Corsair,CML8GX3M2A2133C11B,843591025447,12304986324.0,DDR3-2133,8 GB,2133,11-11-11-27,2,
Corsair Low Profile White — 1.35V 8GB Dual Channel DDR3L Memory Kit,,Corsair,CML8GX3M2A1600C9W,5054629581322,843591014731.0,DDR3L-1600,8 GB,1600,9-9-9-24,2,
Corsair Low Profile — 16GB Dual Channel DDR3 Memory Kit,,Corsair,CML16GX3M2A1600C10R,843591029759,843591029759.0,DDR3-1600,16 GB,1600,10-10-10-27,2,
Corsair Low Profile — 16GB Dual/Quad Channel DDR3 Memory Kit,,Corsair,CML16GX3M4X1600C7,843591017039,843591017039.0,DDR3-1600,16 GB,1600,7-8-8-24,4,
Corsair Low Profile — 32GB Dual/Quad Channel DDR3 Memory Kit,,Corsair,CML32GX3M4A1600C10B,843591036092,843591036917.0,DDR3-1600,32 GB,1600,10-10-10-27,4,
Corsair Low Profile — 4GB DDR3 Memory Kit,,Corsair,CML4GX3M1X1600C7,5054629289334,843591017879.0,DDR3-1600,4 GB,1600,7-8-8-24,1,
Corsair Low Profile — 4GB Dual Channel DDR3 Memory Kit,$36.95 USD,Corsair,CML4GX3M2A1600C9,4054318037018,843591014717.0,DDR3-1600,4 GB,1600,9-9-9-24,2,https://www.amazon.ca/Corsair-Vengeance-Desktop-Memory-CML4GX3M2A1600C9/dp/B0056J1GTO?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B0056J1GTO
Corsair Low Profile — 8GB DDR3 Memory Kit,,Corsair,CML8GX3M1A1600C10B,4054318578481,843591036085.0,DDR3-1600,8 GB,1600,10-10-10-27,1,
Corsair Low Profile — 8GB Dual Channel DDR3 Memory Kit,$60.65 USD,Corsair,CML8GX3M2A1600C9R,843591029766,843591029766.0,DDR3-1600,8 GB,1600,9-9-9-24,2,https://www.amazon.ca/dp/B0093HKZ9W?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Corsair LP 16GB,,Corsair,CML16GX3M2C1600C9,843591058605,843591058605.0,DDR3L-1600,16 GB,1600,9-9-9-24,2,
Corsair LP 4GB,$47.43 USD,Corsair,CML4GX3M1C1600C9,4056572724383,843591058575.0,DDR3L-1600,4 GB,1600,9-9-9-24,1,https://www.amazon.ca/Corsair-Vengeance-1600MHz-Memory-CML4GX3M1C1600C9/dp/B0123ZC8H2?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B0123ZC8H2
Corsair LP 8GB,$76.54 USD,Corsair,CML8GX3M1C1600C9,843591058582,843591058582.0,DDR3L-1600,8 GB,1600,9-9-9-24,1,https://www.amazon.ca/Corsair-Vengeance-1600MHz-Memory-Systems/dp/B0123ZCI90?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B0123ZCI90
Corsair LP Memory 16GB 1866MHz CL10 DDR3,,Corsair,CML16GX3M2A1866C10,843591039208,843591039208.0,DDR3-1866,16 GB,1866,10-11-10-30,2,
Corsair LP Memory 32GB 1866MHz CL10 DDR3 Dual/Quad Kit,,Corsair,CML32GX3M4A1866C10,843591039215,843591039215.0,DDR3-1866,32 GB,1866,10-11-10-30,4,
Corsair LPX 128GB,,Corsair,CMK128GX4M8A2133C13,843591067805,843591067805.0,DDR4-2133,128 GB,2133,13-15-15-28,8,
Corsair Memory — 32GB 1866MHz CL9 DDR3,,Corsair,CMZ32GX3M4A1866C9,56426695863,56426695863.0,DDR3-1866,32 GB,1866,9-10-9-27,4,
Corsair Pro Series 16GB,,Corsair,CMY16GX3M2C1600C9,843591058629,843591058629.0,DDR3L-1600,16 GB,1600,9-9-9-24,2,
Corsair Pro Series 32GB,,Corsair,CMY32GX3M4C2133C11R,5054629861486,843591068338.0,DDR3L-2133,32 GB,2133,11-11-11-31,4,
Corsair Pro Series 8GB,,Corsair,CMY8GX3M2C1600C9,843591058612,843591058612.0,DDR3L-1600,8 GB,1600,9-9-9-24,2,
Corsair Pro Series — 16GB,,Corsair,CMY16GX3M2A1866C9B,5054230145173,132017895833.0,DDR3-1866,16 GB,1866,9-10-9-27,2,
Corsair Pro Series — 32GB,,Corsair,CMY32GX3M4A1866C9,5054484468318,843591042307.0,DDR3-1866,32 GB,1866,9-10-9-27,4,
Corsair Pro Series — 64GB,,Corsair,CMY64GX3M8A2400C11R,843591047043,843591047043.0,DDR3-2400,64 GB,2400,11-13-13-31,8,
Corsair Pro Series — 8GB,,Corsair,CMY8GX3M2A1866C9B,5054531090929,12304993032.0,DDR3-1866,8 GB,1866,9-10-9-27,2,
Corsair RGB 32GB,$242.91 USD,Corsair,CMR32GX4M4A2666C16,843591028455,843591028455.0,DDR4-2666,32 GB,2666,16-18-18-35,4,https://www.amazon.ca/CORSAIR-Vengeance-2666MHz-Desktop-Memory/dp/B06ZXY4CNS?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B06ZXY4CNS
Corsair RGB 64GB,$557.63 USD,Corsair,CMR64GX4M8A2666C16,843591027892,843591027892.0,DDR4-2666,64 GB,2666,16-18-18-35,8,https://www.amazon.ca/CORSAIR-Vengeance-2666MHz-Desktop-Memory/dp/B06ZXY642N?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B06ZXY642N
Corsair SO-Dimm Vengeance Series DDR4-3000,$76.16 USD,Corsair,CMSX16GX4M2A3000C16,843591094061,,DDR4-3000,16 GB,3000,16-18-18-36,2,https://www.amazon.ca/dp/B01LNTJEHQ?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Corsair ValueSelect,,Corsair,CMSO32GX4M2A2133C15,843591068178,,DDR4-2133,32 GB,2133,15-15-15-36,2,
Corsair ValueSelect DDR3-1333 CL9,,Corsair,VS2GB1333D3,843591005098,,DDR3-1333,2 GB,1333,,1,
Corsair ValueSelect Series DDR4-2133,$25.0 USD,Corsair,CMV8GX4M1A2133C15,843591052955,843591052955.0,DDR4-2133,8 GB,2133,15-15-15-36,1,https://www.amazon.ca/dp/B00SV7IILC?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Corsair Vengeance,$116.05 USD,Corsair,CMK32GX5M2B6400C36,840006666127,,DDR5-6400,32 GB,6400,36-48-48-104,2,https://www.amazon.ca/dp/B0BXHCNK8J?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Corsair Vengeance blue DDR3-1600 CL9,$106.12 USD,Corsair,CMZ16GX3M4A1600C9B,843591012348,,DDR3-1600,16 GB,1600,,4,https://www.amazon.ca/Corsair-Vengeance-Channel-Memory-CMZ16GX3M4A1600C9B/dp/B004RFBIUU?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B004RFBIUU
Corsair Vengeance blue DDR3-2133 CL11,,Corsair,CMZ8GX3M2A2133C11B,843591024495,843591035910.0,DDR3-2133,8 GB,2133,,2,
Corsair Vengeance DDR3-1600 CL10,$41.34 USD,Corsair,CMZ8GX3M1A1600C10,843591016179,,DDR3-1600,8 GB,1600,,1,https://www.amazon.ca/dp/B005T63BJM?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Corsair Vengeance DDR3-1600 CL9,,Corsair,CMZ16GX3M2A1600C9G,843591036047,,DDR3-1600,16 GB,1600,,2,
Corsair Vengeance DDR3-1600 CL9 Low Profile,$45.68 USD,Corsair,CML8GX3M2A1600C9,843591014298,,DDR3-1600,8 GB,1600,,2,https://www.amazon.ca/Vengeance-1600mhz-Pc3-12800-9-9-9-24-Unbuffer/dp/B00569K7LM?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00569K7LM
Corsair Vengeance LED red DDR4-3400 CL16,,Corsair,CMU32GX4M4C3400C16R,843591092029,843591092029.0,DDR4-3400,32 GB,3400,,4,
Corsair Vengeance LED red DDR4-3466 CL16,,Corsair,CMU32GX4M4C3466C16R,843591090964,843591090964.0,DDR4-3466,32 GB,3466,,4,
Corsair Vengeance LED Series,$135.55 USD,Corsair,CMU16GX4M2A2666C16,843591090223,843591090223.0,DDR4-2666,16 GB,2666,16-18-18-35,2,https://www.amazon.ca/dp/B01HKF59I0?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Corsair Vengeance LED white DDR4-3400 CL16,,Corsair,CMU32GX4M4C3400C16,843591092012,843591092012.0,DDR4-3400,32 GB,3400,,4,
Corsair Vengeance LED white DDR4-3466 CL16,$402.55 USD,Corsair,CMU32GX4M4C3466C16,843591090957,843591090957.0,DDR4-3466,32 GB,3466,,4,https://www.amazon.ca/CORSAIR-VENGEANCE-3466MHz-Desktop-Memory/dp/B01HKF42JC?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01HKF42JC
Corsair Vengeance LP DDR3-1600 CL10,$36.26 USD,Corsair,CML8GX3M1A1600C10,843591024952,,DDR3-1600,8 GB,1600,,1,https://www.amazon.ca/dp/B008E3M4TU?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Corsair Vengeance LP DDR3-1600 CL9,$28.28 USD,Corsair,CML4GX3M1A1600C9,843591016650,843591016650.0,DDR3-1600,4 GB,1600,,1,https://www.amazon.ca/dp/B005W2A5M4?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Corsair Vengeance LPX,$189.21 USD,Corsair,CMK16GX4M2D3200C16,843591097901,843591097901.0,DDR4-3200,16 GB,3200,16-19-19-36,2,https://www.amazon.ca/Corsair-Vengeance-2x8GB-1-35V-CMK16GX4M2D3200C16/dp/B0711BS87T?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B0711BS87T
Corsair Vengeance LPX Black DDR4-2800 CL14,,Corsair,CMK32GX4M4B2800C14,843591072915,,DDR4-2800,32 GB,2800,,4,
Corsair Vengeance LPX Black DDR4-3200 CL16,$122.06 USD,Corsair,CMK32GX4M4B3200C16,843591072816,,DDR4-3200,32 GB,3200,,4,https://www.amazon.ca/dp/B017NW5RW8?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Corsair Vengeance LPX blue DDR4-2133 CL13,$92.38 USD,Corsair,CMK16GX4M4A2133C13B,843591056601,843591056601.0,DDR4-2133,16 GB,2133,,4,https://www.amazon.ca/Corsair-CMK16GX4M4A2133C13B-Vengeance-2133MHz-Systems/dp/B00PLER55S?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00PLER55S
Corsair Vengeance LPX DDR4-2800 CL14 black,,Corsair,CMK64GX4M4B2800C14,843591071840,,DDR4-2800,64 GB,2800,,1,
Corsair Vengeance LPX DDR4-2800 CL16 - blue,,Corsair,CMK16GX4M4A2800C16B,843591055437,843591055437.0,DDR4-2800,16 GB,2800,,4,
Corsair Vengeance LPX DDR4-2800 CL16 - red,$192.5 USD,Corsair,CMK16GX4M4A2800C16R,843591055413,843591055413.0,DDR4-2800,16 GB,2800,,4,https://www.amazon.ca/Corsair-Vengeance-2800MHz-Memory-Systems/dp/B00MPIEECU?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00MPIEECU
Corsair Vengeance LPX DDR4-2800 CL16 - black,,Corsair,CMK16GX4M4A2800C16,843591054966,843591054966.0,DDR4-2800,16 GB,2800,,4,
Corsair Vengeance LPX DDR4-2800 red CL16,$97.27 USD,Corsair,CMK8GX4M2A2800C16R,843591070829,,DDR4-2800,8 GB,2800,,2,https://www.amazon.ca/Corsair-CMK8GX4M2A2800C16R-Vengeance-2800MHz-Systems/dp/B015HDO474?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B015HDO474
Corsair Vengeance LPX DDR4-2800 black CL16,,Corsair,CMK32GX4M2A2800C16,843591072519,843591072519.0,DDR4-2800,32 GB,2800,,1,
Corsair Vengeance LPX Red DDR4-3000 CL15,$192.99 USD,Corsair,CMK16GX4M4B3000C15R,843591056267,,DDR4-3000,16 GB,3000,,4,https://www.amazon.ca/Corsair-CMK16GX4M4B3000C15R-Vengeance-3000MHz-PC4-24000/dp/B00QXT62IG?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00QXT62IG
"Corsair Vengeance LPX red + AF, DDR4-3600, CL 16 - 32 GB Quad Kit",$491.4 USD,Corsair,CMK32GX4M4B3600C16R,843591087278,,DDR4-3600,32 GB,3600,16-16-16-36,4,https://www.amazon.ca/Corsair-CMK32GX4M4B3600C16R-Vengeance-PC4-28800-Memory/dp/B01CYILVQ2?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01CYILVQ2
"Corsair Vengeance LPX red + AF, DDR4-3600, CL 18 - 32 GB Quad Kit",,Corsair,CMK32GX4M4B3600C18R,843591084444,,DDR4-3600,32 GB,3600,18-19-19-39,4,
"Corsair Vengeance LPX red + AF, DDR4-3600, CL 18 - 8 GB Dual Kit",,Corsair,CMK8GX4M2B3600C18R,843591083737,,DDR4-3600,8 GB,3600,18-19-19-39,2,
"Corsair Vengeance LPX red + AF, DDR4-3733, CL 17 - 16 GB Dual Kit",$229.94 USD,Corsair,CMK16GX4M2B3733C17R,843591089425,843591089425.0,DDR4-3733,16 GB,3733,17-19-19-39,2,https://www.amazon.ca/Corsair-CMK16GX4M2B3733C17R-Vengeance-Memory-Airflow/dp/B01ET6XV24?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01ET6XV24
"Corsair Vengeance LPX red + AF, DDR4-3733, CL 17 - 32 GB Quad Kit",$508.24 USD,Corsair,CMK32GX4M4B3733C17R,843591088534,,DDR4-3733,32 GB,3733,17-19-19-39,4,https://www.amazon.ca/Corsair-CMK32GX4M4B3733C17R-Vengeance-3733MHz-Memory/dp/B01ET6XY4O?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01ET6XY4O
"Corsair Vengeance LPX red + AF, DDR4-3866, CL 18 - 16 GB Quad Kit",,Corsair,CMK16GX4M4B3866C18R,843591085045,843591085045.0,DDR4-3866,16 GB,3866,18-22-22-40,4,
"Corsair Vengeance LPX red + AF, DDR4-3866, CL 18 - 8 GB Dual Kit",,Corsair,CMK8GX4M2B3866C18R,843591083188,,DDR4-3866,8 GB,3866,18-22-22-40,2,
"Corsair Vengeance LPX red + AF, DDR4-4000, CL 19 - 16 GB Dual Kit",,Corsair,CMK16GX4M2B4000C19R,843591091558,,DDR4-4000,16 GB,4000,19-23-23-45,2,
"Corsair Vengeance LPX red + AF, DDR4-4000, CL 19 - 8 GB Dual Kit",,Corsair,CMK8GX4M2B4000C19R,843591070843,,DDR4-4000,8 GB,4000,19-23-23-45,2,
"Corsair Vengeance LPX red + AF, DDR4-4133, CL 19 - 8 GB Dual Kit",,Corsair,CMK8GX4M2B4133C19R,843591083164,,DDR4-4133,8 GB,4133,19-25-25-45,2,
"Corsair Vengeance LPX red + AF, DDR4-4200, CL 19 - 8 GB Dual Kit",,Corsair,CMK8GX4M2B4200C19R,843591083645,,DDR4-4200,8 GB,4200,19-26-26-46,2,
"Corsair Vengeance LPX red + AF, DDR4-4266, CL 19 - 8 GB Dual Kit",,Corsair,CMK8GX4M2B4266C19R,843591084369,,DDR4-4266,8 GB,4266,19-26-26-46,2,
Corsair Vengeance LPX red DDR4-3200 CL16,$150.15 USD,Corsair,CMK32GX4M2B3200C16R,843591070508,,DDR4-3200,32 GB,3200,,1,https://www.amazon.ca/dp/B01ARHF6Z4?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Corsair Vengeance LPX red DDR4-3200MHz CL16,$101.55 USD,Corsair,CMK8GX4M2B3200C16R,843591069977,,DDR4-3200,8 GB,3200,,2,https://www.amazon.ca/Corsair-Vengeance-2x4GB-DDR4-1-35V/dp/B0123ZBULW?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B0123ZBULW
Corsair Vengeance LPX black,$38.44 USD,Corsair,CMK16GX4M2E3200C16,840006608530,,DDR4-3200,16 GB,3200,16-18-18-36,2,https://www.amazon.ca/dp/B07RS1G6XW?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"Corsair Vengeance LPX black + AF, DDR4-3600, CL 18 - 16 GB Quad Kit",$266.21 USD,Corsair,CMK16GX4M4B3600C18,843591072885,843591072885.0,DDR4-3600,16 GB,3600,18-19-19-39,4,https://www.amazon.ca/Corsair-Vengeance-3600MHz-Memory-CMK16GX4M4B3600C18/dp/B017NW5UKW?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B017NW5UKW
